Matricule,First_Name,Last_Name,Email,Anonymat_name,Password,Gender,Age,Department,Level,Attendance ,Projects_Score,notecc,SN,Moyenne_Final,Sleep_hour,Stress_Level (1-10), decision, Annee
S2327,Ahmed,Brown,student1327@university.com,Stud 1328,1234,Male,19,GIT,Bachelor's,8.879000000000001,7.685,20.536,40.4275,15.5055,4.689655172413793,3, Admis   ,2021
S2328,Emma,Johnson,student1328@university.com,Stud 1329,1234,Male,22,GE,PhD,5.420000000000001,6.065,24.909,35.6675,11.7303,4.090909090909091,4, Echec   ,2021
S2329,Ahmed,Jones,student1329@university.com,Stud 1330,1234,Male,21,GAM,PhD,9.452,7.267,16.158,30.5475,9.7597,5.958333333333334,1, Echec   ,2021
S2330,Emma,Brown,student1330@university.com,Stud 1331,1234,Female,24,GMP,Bachelor's,7.359000000000001,5.853000000000001,15.406,45.4525,14.8141,4.014925373134328,2, Admis   ,2021
S2331,Emma,Brown,student1331@university.com,Stud 1332,1234,Male,24,GM,High School,8.719,6.113,20.898000000000003,35.7825,14.302500000000002,3.36231884057971,5, Admis   ,2021
S2332,Omar,Smith,student1332@university.com,Stud 1333,1234,Male,20,GMP,PhD,5.7,6.054,23.033,37.52,11.669,4.5,4, Echec   ,2021
S2333,Liam,Brown,student1333@university.com,Stud 1334,1234,Female,18,GP,PhD,8.354000000000001,6.6000000000000005,11.890999999999998,26.8225,10.7335,6.195121951219512,3, Echec   ,2021
S2334,Maria,Smith,student1334@university.com,Stud 1335,1234,Female,20,GPR,Master's,6.182,5.673,20.674,41.3825,14.7823,2.707692307692308,2, Admis   ,2021
S2335,Emma,Jones,student1335@university.com,Stud 1336,1234,Male,23,GCI,PhD,7.192,9.047,19.917,31.6675,13.5647,3.2592592592592595,1, Admis   ,2021
S2336,John,Davis,student1336@university.com,Stud 1337,1234,Female,21,GE,High School,5.0840000000000005,6.103000000000001,17.381,27.635,11.2406,1.1063829787234043,1, Echec   ,2021
S2337,Emma,Davis,student1337@university.com,Stud 1338,1234,Female,20,QHSEI,Master's,5.758,7.083,22.004,35.042500000000004,13.9775,0.8405797101449275,1, Admis   ,2021
S2338,Emma,Jones,student1338@university.com,Stud 1339,1234,Male,20,GM,Master's,5.460000000000001,5.08,17.397,42.31,10.8038,3.202702702702702,7, Echec   ,2021
S2339,Emma,Jones,student1339@university.com,Stud 1340,1234,Male,24,GMP,High School,6.199000000000001,5.524000000000001,20.248,35.635,13.5212,2.863636363636364,1, Admis   ,2021
S2340,Omar,Williams,student1340@university.com,Stud 1341,1234,Male,21,GPR,Bachelor's,5.5,9.481,22.67,42.2325,15.9767,3.380281690140845,2, Admis   ,2021
S2341,Liam,Jones,student1341@university.com,Stud 1342,1234,Male,24,GESI,Master's,8.459999999999999,9.186,23.817,30.5825,10.9462,4.1,2, Echec   ,2021
S2342,Omar,Brown,student1342@university.com,Stud 1343,1234,Female,19,GESI,PhD,5.1450000000000005,9.205,20.3,30.23,12.976000000000004,3.543478260869566,8, Admis   ,2021
S2343,Ali,Davis,student1343@university.com,Stud 1344,1234,Female,22,GPR,Bachelor's,8.089,7.057,15.941,43.1925,11.6396,1.411764705882353,5, Echec   ,2021
S2344,Omar,Johnson,student1344@university.com,Stud 1345,1234,Male,23,GESI,High School,5.704000000000001,5.708,20.489,39.0725,10.8969,5.175,4, Echec   ,2021
S2345,John,Davis,student1345@university.com,Stud 1346,1234,Male,23,GCI,High School,9.726,5.539000000000001,26.607,36.66,15.7064,0.8426966292134831,3, Admis   ,2021
S2346,John,Smith,student1346@university.com,Stud 1347,1234,Female,18,GP,PhD,9.665,8.028,22.576,29.8725,10.1447,4.019607843137255,8, Echec   ,2021
S2347,Omar,Davis,student1347@university.com,Stud 1348,1234,Male,24,GM,Bachelor's,6.128,9.141,17.723,25.192500000000003,11.6369,2.246913580246914,10, Echec   ,2021
S2348,Liam,Williams,student1348@university.com,Stud 1349,1234,Male,22,GM,High School,8.072000000000001,9.501,23.701,41.355,11.9314,2.8860759493670884,6, Echec   ,2021
S2349,Ahmed,Jones,student1349@university.com,Stud 1350,1234,Male,18,GPR,High School,5.140000000000001,6.444,26.090000000000003,33.405,14.215800000000002,1.84,7, Admis   ,2021
S2350,Maria,Jones,student1350@university.com,Stud 1351,1234,Male,23,GIT,Master's,9.659,6.605,24.415000000000003,44.1125,16.958300000000005,1.3870967741935485,5, Admis   ,2021
S2351,Liam,Davis,student1351@university.com,Stud 1352,1234,Female,22,GAM,Master's,7.615000000000001,5.504,18.838,32.935,10.3541,1.579710144927536,5, Echec   ,2021
S2352,Omar,Johnson,student1352@university.com,Stud 1353,1234,Male,20,GMP,Master's,5.216,8.872,21.713,37.2625,14.612699999999998,4.510204081632653,10, Admis   ,2021
S2353,Emma,Johnson,student1353@university.com,Stud 1354,1234,Female,19,GCI,High School,6.712000000000001,6.378,21.748,31.7425,13.3161,3.7777777777777777,8, Admis   ,2021
S2354,Sara,Williams,student1354@university.com,Stud 1355,1234,Male,20,QHSEI,PhD,5.384,7.405,15.076999999999998,37.0675,12.9867,3.189655172413793,1, Admis   ,2021
S2355,Maria,Smith,student1355@university.com,Stud 1356,1234,Male,19,GMP,High School,6.965000000000001,9.644,22.689,35.754999999999995,10.1534,1.617283950617284,3, Echec   ,2021
S2356,Maria,Davis,student1356@university.com,Stud 1357,1234,Female,24,GAM,Master's,8.35,8.761000000000001,20.618,44.870000000000005,10.4789,3.808823529411765,7, Echec   ,2021
S2357,John,Jones,student1357@university.com,Stud 1358,1234,Male,21,GESI,High School,7.349,5.264,19.997,42.25,9.7954,3.8461538461538463,3, Echec   ,2021
S2358,Maria,Davis,student1358@university.com,Stud 1359,1234,Female,18,GESI,PhD,6.9190000000000005,5.041,25.239,34.225,14.2848,1.5058823529411764,9, Admis   ,2021
S2359,Omar,Williams,student1359@university.com,Stud 1360,1234,Male,18,GAM,High School,5.596,8.937000000000001,22.711,43.2625,16.101300000000002,3.3823529411764706,2, Admis   ,2021
S2360,Emma,Brown,student1360@university.com,Stud 1361,1234,Male,21,GIT,PhD,6.2250000000000005,7.763,22.074,29.7125,10.4647,1.6034482758620692,1, Echec   ,2021
S2361,Emma,Brown,student1361@university.com,Stud 1362,1234,Male,22,GIT,Master's,5.501,8.602,17.889,39.21,14.240399999999998,2.8433734939759034,7, Admis   ,2021
S2362,Ali,Williams,student1362@university.com,Stud 1363,1234,Male,21,GAM,High School,9.037,5.784000000000001,22.271,36.03,10.8886,3.098039215686275,9, Echec   ,2021
S2363,Emma,Jones,student1363@university.com,Stud 1364,1234,Male,24,QHSEI,PhD,5.676,9.36,14.265999999999996,28.2975,11.5199,4.902439024390245,4, Echec   ,2021
S2364,Liam,Williams,student1364@university.com,Stud 1365,1234,Female,23,GPR,High School,7.977,8.867,23.689,36.8425,9.7624,2.5348837209302326,9, Echec   ,2021
S2365,Emma,Jones,student1365@university.com,Stud 1366,1234,Female,21,GIT,Bachelor's,6.714,9.454,21.273,35.552499999999995,14.598699999999996,3.811594202898551,3, Admis   ,2021
S2366,John,Johnson,student1366@university.com,Stud 1367,1234,Male,19,GAM,High School,6.13,6.705,19.764,39.04,14.3278,1.0941176470588236,8, Admis   ,2021
S2367,Emma,Williams,student1367@university.com,Stud 1368,1234,Male,23,GMP,Master's,8.197000000000001,6.379,18.313,44.5225,10.2469,4.147058823529412,9, Echec   ,2021
S2368,Ali,Jones,student1368@university.com,Stud 1369,1234,Female,21,GCI,Bachelor's,7.285,5.759,17.261,36.2525,13.3115,1.0833333333333333,5, Admis   ,2021
S2369,Sara,Williams,student1369@university.com,Stud 1370,1234,Female,18,GE,Bachelor's,7.001000000000001,9.65,23.458,29.265,13.874800000000002,1.7681159420289854,5, Admis   ,2021
S2370,Omar,Williams,student1370@university.com,Stud 1371,1234,Male,20,GP,Bachelor's,7.964,5.884,18.838,36.32,13.8012,2.581081081081081,5, Admis   ,2021
S2371,John,Jones,student1371@university.com,Stud 1372,1234,Male,19,GAM,Master's,7.456,5.597,25.688,31.777500000000003,11.927,3.3974358974358974,9, Echec   ,2021
S2372,Liam,Jones,student1372@university.com,Stud 1373,1234,Female,24,GMP,PhD,6.517,5.963000000000001,20.007,33.7975,10.6288,3.403508771929824,9, Echec   ,2021
S2373,Sara,Smith,student1373@university.com,Stud 1374,1234,Male,19,GMP,PhD,7.795000000000001,8.857,11.978,42.51,11.8584,1.7627118644067796,3, Echec   ,2021
S2374,John,Williams,student1374@university.com,Stud 1375,1234,Female,22,GP,PhD,8.347,9.448,23.599,43.47,10.3713,6.463414634146342,4, Echec   ,2021
S2375,Ahmed,Brown,student1375@university.com,Stud 1376,1234,Male,20,GCI,PhD,5.133,9.055,18.972,35.725,13.777,2.763888888888889,6, Admis   ,2021
S2376,Maria,Williams,student1376@university.com,Stud 1377,1234,Female,19,GCI,PhD,7.329000000000001,7.816,21.877,36.08,14.620400000000002,1.3670886075949369,8, Admis   ,2021
S2377,Ahmed,Williams,student1377@university.com,Stud 1378,1234,Female,21,GM,Bachelor's,5.288,9.969,18.874,34.315,13.6892,2.878787878787879,2, Admis   ,2021
S2378,Emma,Jones,student1378@university.com,Stud 1379,1234,Male,19,GPR,PhD,5.932,5.344,19.054,33.6525,10.6399,3.711864406779661,4, Echec   ,2021
S2379,Sara,Williams,student1379@university.com,Stud 1380,1234,Female,19,GPR,PhD,7.803000000000001,9.336,19.232,24.8,12.2342,3.8596491228070176,5, Admis   ,2021
S2380,Emma,Davis,student1380@university.com,Stud 1381,1234,Male,19,GCI,PhD,9.331,7.139,25.718,38.8925,16.2161,3.208333333333333,6, Admis   ,2021
S2381,Maria,Williams,student1381@university.com,Stud 1382,1234,Male,22,QHSEI,PhD,9.414,7.276000000000001,19.457,36.2375,14.4769,4.807017543859649,1, Admis   ,2021
S2382,John,Davis,student1382@university.com,Stud 1383,1234,Male,19,GAM,Bachelor's,5.3500000000000005,5.638000000000001,18.763,34.4225,12.834700000000002,3.6571428571428575,6, Admis   ,2021
S2383,Maria,Brown,student1383@university.com,Stud 1384,1234,Male,19,GP,PhD,7.096,5.167000000000001,18.101,41.165,14.3058,2.3488372093023258,10, Admis   ,2021
S2384,Ali,Jones,student1384@university.com,Stud 1385,1234,Female,22,GAM,Bachelor's,7.915000000000001,6.583,25.698000000000004,43.5125,16.741700000000005,1.0175438596491226,7, Admis   ,2021
S2385,Maria,Williams,student1385@university.com,Stud 1386,1234,Male,23,QHSEI,PhD,5.735,5.8740000000000006,21.039,27.02,11.9336,5.511627906976744,9, Echec   ,2021
S2386,Ali,Davis,student1386@university.com,Stud 1387,1234,Male,20,GPR,Bachelor's,8.827,7.417000000000001,15.066,43.4575,14.9535,3.5,8, Admis   ,2021
S2387,Maria,Davis,student1387@university.com,Stud 1388,1234,Male,24,GAM,Master's,8.721,5.737,12.743,39.5825,13.356699999999998,2.333333333333333,3, Admis   ,2021
S2388,Omar,Davis,student1388@university.com,Stud 1389,1234,Male,23,GP,PhD,9.517,5.69,17.944,32.695,13.169200000000002,2.2696629213483144,5, Admis   ,2021
S2389,Ali,Johnson,student1389@university.com,Stud 1390,1234,Female,18,GCI,PhD,5.042000000000001,9.385,20.712,39.94,15.0158,2.951219512195122,1, Admis   ,2021
S2390,Sara,Smith,student1390@university.com,Stud 1391,1234,Male,22,GAM,High School,6.083,9.606000000000002,15.349999999999998,29.295,10.6176,3.4426229508196724,9, Echec   ,2021
S2391,Emma,Brown,student1391@university.com,Stud 1392,1234,Female,22,GPR,High School,9.136,9.821,19.183,40.115,15.651,3.95774647887324,10, Admis   ,2021
S2392,Liam,Williams,student1392@university.com,Stud 1393,1234,Female,19,GCI,Bachelor's,8.353,8.403,23.281,25.0325,10.3859,3.111111111111111,7, Echec   ,2021
S2393,Emma,Johnson,student1393@university.com,Stud 1394,1234,Female,19,GM,High School,9.472,8.855,22.757,31.5375,14.5243,4.159090909090909,3, Admis   ,2021
S2394,Ahmed,Williams,student1394@university.com,Stud 1395,1234,Male,24,QHSEI,Bachelor's,5.2860000000000005,9.179,12.991,28.7325,11.237700000000002,0.9090909090909092,6, Echec   ,2021
S2395,Emma,Williams,student1395@university.com,Stud 1396,1234,Male,18,GPR,PhD,7.984999999999999,8.295,20.702,31.015,10.6865,4.508196721311475,10, Echec   ,2021
S2396,John,Jones,student1396@university.com,Stud 1397,1234,Male,19,GE,PhD,7.845000000000001,6.651000000000001,22.548,35.05,10.7771,1.318181818181818,1, Echec   ,2021
S2397,Omar,Jones,student1397@university.com,Stud 1398,1234,Male,21,GE,Master's,5.178000000000001,5.782,15.195,46.76,14.582999999999998,4.214285714285714,3, Admis   ,2021
S2398,Maria,Jones,student1398@university.com,Stud 1399,1234,Female,19,GIT,Master's,7.568000000000001,6.186,21.133,48.4675,9.7276,1.3116883116883116,1, Echec   ,2021
S2399,Ahmed,Johnson,student1399@university.com,Stud 1400,1234,Female,19,QHSEI,High School,8.048,9.202,18.751,41.44,10.6077,2.404255319148936,7, Echec   ,2021
S2400,John,Williams,student1400@university.com,Stud 1401,1234,Male,21,GP,PhD,5.956,8.48,25.265,36.9375,15.327700000000002,2.2500000000000004,3, Admis   ,2021
S2401,John,Smith,student1401@university.com,Stud 1402,1234,Male,18,QHSEI,Bachelor's,6.367000000000001,7.279000000000001,19.728,36.0475,11.1009,5.0,5, Echec   ,2021
S2402,Ali,Brown,student1402@university.com,Stud 1403,1234,Male,21,QHSEI,High School,8.202,5.147,18.703000000000003,44.2425,11.5371,2.2535211267605635,5, Echec   ,2021
S2403,Emma,Jones,student1403@university.com,Stud 1404,1234,Male,22,GAM,Master's,7.342,6.331,19.166,27.1975,12.0073,1.6829268292682928,9, Admis   ,2021
S2404,Sara,Jones,student1404@university.com,Stud 1405,1234,Male,21,GESI,High School,9.29,8.644,26.935,28.5225,14.678300000000002,2.890625,1, Admis   ,2021
S2405,Liam,Williams,student1405@university.com,Stud 1406,1234,Male,20,GESI,Bachelor's,6.712000000000001,7.562000000000001,21.094,31.5,13.3736,5.686274509803922,3, Admis   ,2021
S2406,Sara,Williams,student1406@university.com,Stud 1407,1234,Male,22,GAM,Bachelor's,6.333,7.178000000000001,17.183,31.8425,11.6424,4.67741935483871,4, Echec   ,2021
S2407,Ahmed,Johnson,student1407@university.com,Stud 1408,1234,Female,19,GP,High School,9.924,6.568000000000001,17.265,34.9425,13.7399,1.6097560975609757,4, Admis   ,2021
S2408,Omar,Johnson,student1408@university.com,Stud 1409,1234,Female,24,GIT,High School,9.556,8.035,26.729000000000003,40.89,10.7598,2.8947368421052637,8, Echec   ,2021
S2409,Sara,Jones,student1409@university.com,Stud 1410,1234,Female,22,QHSEI,High School,5.1450000000000005,9.832,23.483,34.6675,14.6255,3.2857142857142856,8, Admis   ,2021
S2410,Maria,Williams,student1410@university.com,Stud 1411,1234,Female,18,GIT,High School,8.854000000000001,9.506,25.151,22.64,11.0136,2.8400000000000003,4, Echec   ,2021
S2411,Sara,Smith,student1411@university.com,Stud 1412,1234,Male,18,GPR,High School,5.5520000000000005,5.152000000000001,23.726,23.275,11.541,0.951219512195122,10, Echec   ,2021
S2412,Ahmed,Brown,student1412@university.com,Stud 1413,1234,Male,21,QHSEI,PhD,5.1370000000000005,7.405,21.503,30.745,12.957999999999998,3.854166666666667,9, Admis   ,2021
S2413,Liam,Williams,student1413@university.com,Stud 1414,1234,Male,22,GM,Bachelor's,6.368,6.647,23.67,36.94,14.725,2.939024390243903,9, Admis   ,2021
S2414,Sara,Williams,student1414@university.com,Stud 1415,1234,Male,19,GPR,Master's,6.347,7.553000000000001,15.184,37.0275,13.222300000000002,1.25,3, Admis   ,2021
S2415,Maria,Davis,student1415@university.com,Stud 1416,1234,Male,18,GM,PhD,9.097,8.031,24.335,37.9875,15.890100000000002,2.140625,9, Admis   ,2021
S2416,Ali,Johnson,student1416@university.com,Stud 1417,1234,Female,23,GE,High School,8.553,6.0,20.385,33.875,13.7626,1.6833333333333331,8, Admis   ,2021
S2417,Omar,Brown,student1417@university.com,Stud 1418,1234,Male,19,GMP,Master's,9.908,8.908,28.677,31.8625,11.1093,3.126436781609196,4, Echec   ,2021
S2418,Ahmed,Jones,student1418@university.com,Stud 1419,1234,Female,23,GP,High School,8.558,7.375,21.505,36.4025,14.7681,3.2716049382716053,10, Admis   ,2021
S2419,Ali,Williams,student1419@university.com,Stud 1420,1234,Male,20,GMP,Bachelor's,7.091,9.96,15.867999999999997,43.2175,15.227299999999998,1.0337078651685392,5, Admis   ,2021
S2420,Ali,Jones,student1420@university.com,Stud 1421,1234,Female,23,GCI,High School,8.495000000000001,5.126,17.092,29.83,9.9171,3.333333333333333,2, Echec   ,2021
S2421,Ali,Williams,student1421@university.com,Stud 1422,1234,Male,18,GCI,Bachelor's,9.997,5.949000000000001,17.359,31.8675,13.0345,3.3571428571428568,7, Admis   ,2021
S2422,John,Jones,student1422@university.com,Stud 1423,1234,Female,21,GPR,High School,8.551,8.448,27.05,37.1675,16.2433,4.625,2, Admis   ,2021
S2423,Omar,Brown,student1423@university.com,Stud 1424,1234,Male,20,GE,PhD,8.808,8.476,22.24,37.6775,15.440300000000002,2.135802469135802,1, Admis   ,2021
S2424,Liam,Johnson,student1424@university.com,Stud 1425,1234,Male,22,QHSEI,PhD,9.692,7.911,23.959,29.71,14.2544,2.333333333333333,10, Admis   ,2021
S2425,Emma,Brown,student1425@university.com,Stud 1426,1234,Male,19,GP,Master's,5.5680000000000005,9.86,18.213,33.815,13.4912,5.4,5, Admis   ,2021
S2426,Omar,Davis,student1426@university.com,Stud 1427,1234,Male,18,GE,Bachelor's,8.524,7.077,17.717,29.185,12.5006,5.097560975609756,8, Admis   ,2021
S2427,John,Smith,student1427@university.com,Stud 1428,1234,Female,20,GCI,High School,9.254,7.085,15.725999999999996,28.765,10.669,2.056603773584906,4, Echec   ,2021
S2428,Emma,Johnson,student1428@university.com,Stud 1429,1234,Male,20,QHSEI,PhD,9.772,9.552,20.004,36.16,10.0659,1.6595744680851063,1, Echec   ,2021
S2429,Omar,Brown,student1429@university.com,Stud 1430,1234,Female,18,GM,High School,6.055,7.692,20.918000000000003,43.727500000000006,15.678500000000003,3.369047619047619,4, Admis   ,2021
S2430,Ali,Davis,student1430@university.com,Stud 1431,1234,Male,22,GMP,High School,7.52,6.769,24.442,31.975,14.1412,1.0476190476190477,9, Admis   ,2021
S2431,Ahmed,Smith,student1431@university.com,Stud 1432,1234,Female,22,GESI,High School,8.403,8.595,21.444,36.8025,9.5997,2.8536585365853657,8, Echec   ,2021
S2432,Emma,Davis,student1432@university.com,Stud 1433,1234,Male,21,GESI,High School,6.237,8.098,25.002,37.760000000000005,10.6214,3.866666666666666,9, Echec   ,2021
S2433,Maria,Williams,student1433@university.com,Stud 1434,1234,Male,24,GPR,PhD,8.002,6.532,17.705000000000002,33.1725,13.082300000000002,1.808510638297872,7, Admis   ,2021
S2434,Maria,Williams,student1434@university.com,Stud 1435,1234,Female,23,GAM,High School,6.288,6.490000000000001,16.772000000000002,37.655,11.2376,5.191489361702128,6, Echec   ,2021
S2435,Sara,Jones,student1435@university.com,Stud 1436,1234,Male,22,GESI,Bachelor's,6.667000000000001,6.978000000000001,20.261,34.5225,13.6857,5.207547169811321,6, Admis   ,2021
S2436,Emma,Johnson,student1436@university.com,Stud 1437,1234,Male,21,GMP,Master's,7.208,5.3580000000000005,18.605,35.415,13.3172,1.818181818181818,1, Admis   ,2021
S2437,Ahmed,Williams,student1437@university.com,Stud 1438,1234,Female,23,GE,PhD,7.646,9.713,25.508,44.3875,10.9503,0.7528089887640449,3, Echec   ,2021
S2438,Liam,Davis,student1438@university.com,Stud 1439,1234,Male,20,GAM,PhD,7.247,5.915,23.725,36.14,11.3503,3.156626506024096,2, Echec   ,2021
S2439,John,Johnson,student1439@university.com,Stud 1440,1234,Female,18,GCI,PhD,7.466,5.969,16.08,33.455,12.594,4.069767441860465,7, Admis   ,2021
S2440,Ali,Williams,student1440@university.com,Stud 1441,1234,Male,22,GM,Master's,6.493000000000001,8.235,24.42,36.2875,15.0871,4.659574468085106,10, Admis   ,2021
S2441,Sara,Jones,student1441@university.com,Stud 1442,1234,Female,21,GPR,High School,5.795000000000001,8.621,29.072000000000003,36.447500000000005,11.1895,3.018867924528302,6, Echec   ,2021
S2442,Maria,Brown,student1442@university.com,Stud 1443,1234,Female,20,GCI,Master's,5.237,8.684000000000001,21.945,37.7475,14.7227,1.9367088607594936,3, Admis   ,2021
S2443,John,Jones,student1443@university.com,Stud 1444,1234,Female,22,GMP,PhD,5.98,6.875,18.972,35.545,13.4744,1.6447368421052633,4, Admis   ,2021
S2444,John,Smith,student1444@university.com,Stud 1445,1234,Female,19,GESI,High School,7.91,9.367,19.602,41.195,15.6148,2.652777777777778,1, Admis   ,2021
S2445,Ali,Williams,student1445@university.com,Stud 1446,1234,Male,24,GIT,PhD,8.931000000000001,7.720000000000001,16.701,33.08,13.2864,1.0465116279069768,4, Admis   ,2021
S2446,Liam,Smith,student1446@university.com,Stud 1447,1234,Male,20,GCI,Bachelor's,5.846,7.193000000000001,15.301999999999998,39.8225,13.6327,5.452380952380952,2, Admis   ,2021
S2447,Liam,Smith,student1447@university.com,Stud 1448,1234,Female,22,GCI,High School,5.543,9.052,24.92,24.9825,12.899500000000002,3.8958333333333335,5, Admis   ,2021
S2448,Emma,Davis,student1448@university.com,Stud 1449,1234,Male,20,GM,Master's,8.746,6.218,14.610999999999995,21.4025,10.1955,5.346938775510203,9, Echec   ,2021
S2449,Maria,Johnson,student1449@university.com,Stud 1450,1234,Male,18,GESI,PhD,6.526000000000001,9.301,18.246,28.33,10.2954,6.511627906976744,9, Echec   ,2021
S2450,Liam,Davis,student1450@university.com,Stud 1451,1234,Male,18,QHSEI,High School,9.757,7.694,20.46,35.1125,14.6047,3.8732394366197194,1, Admis   ,2021
S2451,Ahmed,Williams,student1451@university.com,Stud 1452,1234,Female,24,GIT,Bachelor's,8.572000000000001,9.5,23.122,35.2025,15.2793,4.0,6, Admis   ,2021
S2452,Liam,Smith,student1452@university.com,Stud 1453,1234,Male,18,GIT,Bachelor's,6.634,6.008,17.2,47.905,15.5494,2.03125,2, Admis   ,2021
S2453,John,Brown,student1453@university.com,Stud 1454,1234,Male,23,QHSEI,High School,6.448,9.68,20.657,32.47,11.3546,1.8783783783783785,1, Echec   ,2021
S2454,Ali,Smith,student1454@university.com,Stud 1455,1234,Female,19,GPR,High School,7.618000000000001,8.439,16.530999999999995,31.7675,12.871100000000002,3.042857142857143,9, Admis   ,2021
S2455,Ahmed,Brown,student1455@university.com,Stud 1456,1234,Male,18,GIT,Bachelor's,5.396000000000001,8.092,19.192,33.625,11.5486,4.1454545454545455,2, Echec   ,2021
S2456,Emma,Davis,student1456@university.com,Stud 1457,1234,Female,19,GCI,High School,5.588000000000001,7.109999999999999,16.679,46.6275,15.2009,1.475409836065574,6, Admis   ,2021
S2457,Maria,Davis,student1457@university.com,Stud 1458,1234,Female,18,GMP,Bachelor's,5.879,9.782,20.949,37.0225,14.7265,5.245614035087719,6, Admis   ,2021
S2458,Emma,Johnson,student1458@university.com,Stud 1459,1234,Female,23,QHSEI,Bachelor's,8.874,7.220000000000001,12.853,45.455,14.880400000000002,0.927710843373494,3, Admis   ,2021
S2459,John,Smith,student1459@university.com,Stud 1460,1234,Male,20,GPR,Master's,7.569,7.493000000000001,18.613,41.825,15.1,3.3114754098360657,6, Admis   ,2021
S2460,Ahmed,Jones,student1460@university.com,Stud 1461,1234,Male,22,GM,Bachelor's,5.053000000000001,8.907,18.68,33.254999999999995,13.179,4.2558139534883725,4, Admis   ,2021
S2461,Ahmed,Davis,student1461@university.com,Stud 1462,1234,Female,22,GAM,PhD,8.368,6.424,24.546,31.4075,11.1904,2.788732394366197,8, Echec   ,2021
S2462,Ahmed,Davis,student1462@university.com,Stud 1463,1234,Female,18,GIT,Master's,7.118000000000001,6.457,16.853,33.0425,10.3084,3.66,4, Echec   ,2021
S2463,John,Johnson,student1463@university.com,Stud 1464,1234,Female,22,GIT,High School,7.554000000000001,8.876000000000001,24.474,34.2475,10.5841,1.1228070175438596,7, Echec   ,2021
S2464,John,Brown,student1464@university.com,Stud 1465,1234,Female,18,GP,Bachelor's,6.071000000000001,5.643000000000001,17.357,35.98,13.010199999999998,5.339285714285714,10, Admis   ,2021
S2465,Emma,Johnson,student1465@university.com,Stud 1466,1234,Female,18,GESI,Bachelor's,7.759,9.115,25.034,29.1775,14.2171,6.704545454545454,2, Admis   ,2021
S2466,Sara,Smith,student1466@university.com,Stud 1467,1234,Female,24,GE,Master's,9.896,8.126000000000001,19.202,34.417500000000004,14.328300000000002,2.0568181818181817,6, Admis   ,2021
S2467,Emma,Williams,student1467@university.com,Stud 1468,1234,Male,21,GAM,Bachelor's,5.367000000000001,7.695,14.060000000000002,43.7675,14.1779,1.5223880597014925,10, Admis   ,2021
S2468,Maria,Williams,student1468@university.com,Stud 1469,1234,Female,21,GM,PhD,6.420000000000001,6.146000000000001,21.831,33.0375,13.4869,2.0,5, Admis   ,2021
S2469,Ali,Brown,student1469@university.com,Stud 1470,1234,Female,24,GIT,Master's,6.215,8.932,22.713,32.8725,14.1465,0.9411764705882354,1, Admis   ,2021
S2470,Ahmed,Davis,student1470@university.com,Stud 1471,1234,Female,21,GP,Bachelor's,6.243,9.025,24.401,35.7275,11.7809,3.2222222222222223,5, Echec   ,2021
S2471,Sara,Brown,student1471@university.com,Stud 1472,1234,Male,19,GE,Bachelor's,6.894,7.415000000000001,22.664,38.31,15.056600000000005,2.982456140350877,6, Admis   ,2021
S2472,Ali,Davis,student1472@university.com,Stud 1473,1234,Male,21,GMP,High School,9.091,6.946,17.143,28.3675,12.3095,2.40625,2, Admis   ,2021
S2473,Sara,Davis,student1473@university.com,Stud 1474,1234,Male,18,QHSEI,High School,9.564,6.231000000000001,19.814,26.785,12.4788,2.4794520547945207,7, Admis   ,2021
S2474,Liam,Williams,student1474@university.com,Stud 1475,1234,Male,23,GCI,Bachelor's,6.011,8.770999999999999,21.932,44.057500000000005,11.2594,5.36,1, Echec   ,2021
S2475,Liam,Brown,student1475@university.com,Stud 1476,1234,Female,23,GAM,High School,7.715000000000001,8.197000000000001,18.345,46.2575,16.1029,1.0149253731343284,1, Admis   ,2021
S2476,Omar,Johnson,student1476@university.com,Stud 1477,1234,Male,20,GMP,Bachelor's,8.184000000000001,6.033,26.503,28.32,13.808,2.2962962962962967,1, Admis   ,2021
S2477,Liam,Davis,student1477@university.com,Stud 1478,1234,Female,21,GAM,PhD,7.609000000000001,8.972,21.994,32.9575,14.3065,4.411764705882353,2, Admis   ,2021
S2478,Emma,Jones,student1478@university.com,Stud 1479,1234,Female,23,QHSEI,Master's,7.170000000000001,9.411,25.113,36.004999999999995,10.9438,4.4393939393939394,1, Echec   ,2021
S2479,Liam,Jones,student1479@university.com,Stud 1480,1234,Female,21,GMP,Bachelor's,5.960000000000001,5.296,21.937,25.4875,11.7361,2.6704545454545454,7, Echec   ,2021
S2480,John,Johnson,student1480@university.com,Stud 1481,1234,Female,20,GESI,Master's,7.441,8.862,19.972,40.905,15.436,2.3375,5, Admis   ,2021
S2481,Ahmed,Jones,student1481@university.com,Stud 1482,1234,Female,23,GIT,Master's,7.006,9.264,11.507999999999996,24.4275,10.4411,3.457142857142857,7, Echec   ,2021
S2482,Emma,Smith,student1482@university.com,Stud 1483,1234,Female,18,QHSEI,High School,8.978,9.958,18.051,38.8775,10.8233,3.883116883116883,5, Echec   ,2021
S2483,Ali,Davis,student1483@university.com,Stud 1484,1234,Male,19,GESI,Master's,8.818000000000001,6.188000000000001,25.173,35.105000000000004,15.056800000000004,4.121212121212121,8, Admis   ,2021
